FUELANNUAL	HSVAL	GOR_DV	YEAR	HHSIZE	HHTYPE_DV	HSBEDS	TENURE_DV	NEMP_DV	NKIDS_DV	NPENS_DV	NUE_DV	LKMOVE	XPMOVE	FIHHMNGRS_DV	FIYRDIC_DV	FINNOW	FINFUT	SAVE	JBSTAT	SF1	RACEL_DV	BIRTHY	SEX	NCARS	ENVHABIT1_A	ENVHABIT3_A	ENVHABIT4_A	ENVHABIT6_A	ENVHABIT8_A	FUELDUEL	HEATCH	HHEAT	AGE	REGION	LONDON	LAT	LONG	NSAMPLES	T.FUEL	T.HVAL	T.HHINCOME	T.HHSAV
800	25e4	7	2011	3	3 or more adults, no children, incl. at least one couple	3	Owned with mortgage	3	0	1	0	Wants to stay	Not expecting to move	2540.4	0	2	1	No monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1949	Female	1	2	4	1	2	5	Separate	Some form of central heating	Yes	62	London	London	51.50054066	-0.11127838	173	0.8822942430987535	0.9229800349228452	0.7814770114637641	0.5117662727140687
800	25e4	7	2011	3	3 or more adults, no children, incl. at least one couple	3	Owned with mortgage	3	0	1	0	Wants to stay	Not expecting to move	2540.4	200	2	3	Monthly savings	Self employed	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1951	Male	1	1	2	4	0	2	Separate	Some form of central heating	Yes	60	London	London	51.50054066	-0.11127838	173	0.8822942430987535	0.9229800349228452	0.7814770114637641	0.5428269044413244
1038	325e3	7	2011	2	Couple both under pensionable age, no children	3	Owned outright	0	0	0	2	Wants to move	Not expecting to move	1223.33	1500	1	3	Monthly savings	Retired	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1953	Male	3	1	4	5	2	2	Separate	Some form of central heating	Yes	58	London	London	51.50054066	-0.11127838	173	0.8947567911884187	0.9332231037224262	0.7611010936338499	0.6353029529975495
1038	325e3	7	2011	2	Couple both under pensionable age, no children	3	Owned outright	0	0	0	2	Wants to move	Not expecting to move	1223.33	1e3	3	3	Monthly savings	Retired	1	Chinese (Asian or Asian British)	1954	Female	3	5	4	4	5	3	Separate	Some form of central heating	Yes	57	London	London	51.50054066	-0.11127838	173	0.8947567911884187	0.9332231037224262	0.7611010936338499	0.6103959998154596
2400	4e5	7	2011	3	3 or more adults, no children, excl. any couples	4	Owned with mortgage	3	0	0	0	Wants to move	Not expecting to move	5691.01	0	3	3	No monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1965	Female	3	3	2	2	2	3	Separate	Some form of central heating	Yes	46	London	London	51.50054066	-0.11127838	173	0.947970708368196	0.9421658928868588	0.8169484518035631	0.5117662727140687
2400	4e5	7	2011	3	3 or more adults, no children, excl. any couples	4	Owned with mortgage	3	0	0	0	Wants to move	Not expecting to move	5691.01	39.47079086303711	2	3	Monthly savings	In paid employment (full or part-time)	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1990	Female	3	2	1	2	1	4	Separate	Some form of central heating	Yes	21	London	London	51.50054066	-0.11127838	173	0.947970708368196	0.9421658928868588	0.8169484518035631	0.5188752614983547
1100	36e4	7	2011	3	3 or more adults, no children, excl. any couples	3	Owned outright	1	0	1	2	Wants to move	Expect moving	3425.89	0	4	1	No monthly savings	Unemployed	3	Any Other Ethnic Group (Other Ethnic Group)	1968	Male	2	3	3	3	2	3	Separate	No central heating	Yes	43	London	London	51.50054066	-0.11127838	173	0.8977939067228682	0.9375377642110715	0.7929510464609442	0.5117662727140687
1100	36e4	7	2011	3	3 or more adults, no children, excl. any couples	3	Owned outright	1	0	1	2	Wants to stay	Not expecting to move	3425.89	0	3	1	No monthly savings	Retired	4	Any Other Ethnic Group (Other Ethnic Group)	1949	Female	2	5	5	1	5	5	Separate	No central heating	Yes	62	London	London	51.50054066	-0.11127838	173	0.8977939067228682	0.9375377642110715	0.7929510464609442	0.5117662727140687
1200	25e4	7	2011	3	1 adult, 2 or more children	3	Owned with mortgage	1	1	0	1	Wants to move	Not expecting to move	3376.52	0	3	2	No monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1965	Female	1	5	5	3	5	5	One bill	Some form of central heating	Yes	46	London	London	51.50054066	-0.11127838	173	0.9025300868744667	0.9229800349228452	0.7923487653513708	0.5117662727140687
730	3e5	7	2011	1	1 female, age 60+, no children	3	Owned outright	0	0	1	1	Wants to stay	Not expecting to move	654.539	39.47079086303711	1	3	Monthly savings	Retired	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1928	Female	0	5	4	5	2	5	Separate	Some form of central heating	Yes	83	London	London	51.50054066	-0.11127838	173	0.8783572066348468	0.9299712188873211	0.7506212344670126	0.5188752614983547
708	32e4	7	2011	2	Couple 1 or more over pensionable age,no children	2	Owned outright	0	0	2	2	Wants to stay	Not expecting to move	978.167	0	3	3	No monthly savings	Retired	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1928	Male	0	5	1	2	0	5	Separate	Some form of central heating	Yes	83	London	London	51.50054066	-0.11127838	173	0.8770915951443107	0.9325846065729927	0.7567342624215103	0.5117662727140687
340	4e5	7	2011	3	Couple with 1 child	4	Owned outright	1	0	0	2	Wants to move	Not expecting to move	9397.44	200	3	2	Monthly savings	In paid employment (full or part-time)	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1955	Female	2	5	1	3	3	2	One bill	Some form of central heating	Yes	56	London	London	51.50054066	-0.11127838	173	0.8535615527440942	0.9421658928868588	0.8460550413846634	0.5428269044413244
100	495e3	7	2011	2	Couple both under pensionable age, no children	3	Owned with mortgage	2	0	0	0	Wants to stay	Not expecting to move	6189.69	138.165771484375	2	3	No monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1949	Male	2	5	3	4	3	2	Separate	Some form of central heating	Yes	62	London	London	51.50054066	-0.11127838	173	0.8351458842818195	0.9520753125492216	0.8214636028256379	0.5343909092852502
100	495e3	7	2011	2	Couple both under pensionable age, no children	3	Owned with mortgage	2	0	0	0	Wants to move	Not expecting to move	6189.69	138.165771484375	2	3	Monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1951	Female	2	5	4	4	3	2	Separate	Some form of central heating	Yes	60	London	London	51.50054066	-0.11127838	173	0.8351458842818195	0.9520753125492216	0.8214636028256379	0.5343909092852502
169	65e4	7	2011	2	Couple both under pensionable age, no children	4	Owned outright	2	0	0	0	Wants to move	Expect moving	5081.64	138.165771484375	1	3	Monthly savings	In paid employment (full or part-time)	3	Pakistani (Asian or Asian British)	1964	Male	1	5	5	5	1	5	One bill	Some form of central heating	Yes	47	London	London	51.50054066	-0.11127838	173	0.8407479569011748	0.9657451962885806	0.8111011664465669	0.5343909092852502
169	65e4	7	2011	2	Couple both under pensionable age, no children	4	Owned outright	2	0	0	0	Wants to move	Not expecting to move	5081.64	138.165771484375	2	3	Monthly savings	In paid employment (full or part-time)	3	Any Other Asian Background (Asian or Asian British)	1966	Female	1	5	2	4	1	4	One bill	Some form of central heating	Yes	45	London	London	51.50054066	-0.11127838	173	0.8407479569011748	0.9657451962885806	0.8111011664465669	0.5343909092852502
800	45e4	7	2011	1	1 adult under pensionable age, no children	2	Owned with mortgage	1	0	0	0	Wants to stay	Not expecting to move	4696.26	0	1	1	No monthly savings	In paid employment (full or part-time)	2	Any Other Ethnic Group (Other Ethnic Group)	1972	Female	1	5	1	2	1	1	One bill	Some form of central heating	Yes	39	London	London	51.50054066	-0.11127838	173	0.8822942430987535	0.9475542971197577	0.8071947702247595	0.5117662727140687
1200	4e5	7	2011	4	Couple with 2 children	3	Owned with mortgage	1	2	0	1	Wants to stay	Not expecting to move	3945.31	138.165771484375	2	3	Monthly savings	In paid employment (full or part-time)	3	Indian (Asian or Asian British)	1971	Male	1	1	5	1	2	4	One bill	Some form of central heating	Yes	40	London	London	51.50054066	-0.11127838	173	0.9025300868744667	0.9421658928868588	0.7990524964618949	0.5343909092852502
1200	4e5	7	2011	4	Couple with 2 children	3	Owned with mortgage	1	2	0	1	Wants to stay	Not expecting to move	3945.31	0	2	3	Monthly savings	Looking after family or home	3	Indian (Asian or Asian British)	1976	Female	1	1	5	4	4	3	One bill	Some form of central heating	Yes	35	London	London	51.50054066	-0.11127838	173	0.9025300868744667	0.9421658928868588	0.7990524964618949	0.5117662727140687
1200	18e4	8	2011	2	Couple both under pensionable age, no children	3	Owned with mortgage	2	0	0	0	Wants to move	Not expecting to move	6986.03	138.165771484375	2	3	Monthly savings	In paid employment (full or part-time)	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1963	Male	2	5	5	5	3	1	One bill	Some form of central heating	Yes	48	South East	Not London	51.2809389	-0.53380491	277	0.9025300868744667	0.9118588562794454	0.8282305876197494	0.5343909092852502
1200	18e4	8	2011	2	Couple both under pensionable age, no children	3	Owned with mortgage	2	0	0	0	Wants to move	Not expecting to move	6986.03	138.165771484375	2	1	No monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1964	Female	2	5	3	1	3	1	One bill	Some form of central heating	Yes	47	South East	Not London	51.2809389	-0.53380491	277	0.9025300868744667	0.9118588562794454	0.8282305876197494	0.5343909092852502
900	16e4	8	2011	1	1 adult under pensionable age, no children	3	Owned outright	1	0	0	0	Wants to stay	Not expecting to move	1390.5	30	2	3	Monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1951	Female	1	5	1	4	2	1	Separate	Some form of central heating	Yes	60	South East	Not London	51.2809389	-0.53380491	277	0.8876953830669215	0.90833049147869	0.7639605496713929	0.5172236275943328
900	22e4	8	2011	3	3 or more adults, no children, excl. any couples	3	Owned with mortgage	0	0	1	3	Wants to move	Not expecting to move	2709.41	250	2	3	Monthly savings	Retired	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1945	Male	1	2	5	4	2	5	One bill	Some form of central heating	Yes	66	South East	Not London	51.2809389	-0.53380491	277	0.8876953830669215	0.9184266468919243	0.7837841491813743	0.5490777700518805
900	22e4	8	2011	3	3 or more adults, no children, excl. any couples	3	Owned with mortgage	0	0	1	3	Wants to move	Expect moving	2709.41	0	4	1	No monthly savings	Self employed	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1981	Male	1	2	4	4	4	5	One bill	Some form of central heating	Yes	30	South East	Not London	51.2809389	-0.53380491	277	0.8876953830669215	0.9184266468919243	0.7837841491813743	0.5117662727140687
900	22e4	8	2011	3	3 or more adults, no children, excl. any couples	3	Owned with mortgage	0	0	1	3	Wants to move	Expect moving	2709.41	0	3	1	No monthly savings	On a government training scheme	1	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1968	Male	1	5	1	2	3	5	One bill	Some form of central heating	Yes	43	South East	Not London	51.2809389	-0.53380491	277	0.8876953830669215	0.9184266468919243	0.7837841491813743	0.5117662727140687
1350	169e3	8	2011	5	Couple with 3 or more children	3	Owned with mortgage	2	2	0	1	Wants to stay	Not expecting to move	4325.86	0	2	3	No monthly savings	In paid employment (full or part-time)	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1972	Female	1	1	5	1	3	1	Separate	Some form of central heating	Yes	39	South East	Not London	51.2809389	-0.53380491	277	0.9092887875386867	0.9099401251638993	0.803271580372857	0.5117662727140687
1350	169e3	8	2011	5	Couple with 3 or more children	3	Owned with mortgage	2	2	0	1	Wants to move	Not expecting to move	4325.86	3e3	1	3	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1973	Male	1	4	5	3	4	1	Separate	Some form of central heating	Yes	38	South East	Not London	51.2809389	-0.53380491	277	0.9092887875386867	0.9099401251638993	0.803271580372857	0.6832316334360431
1350	169e3	8	2011	5	Couple with 3 or more children	3	Owned with mortgage	2	2	0	1	Wants to stay	Expect moving	4325.86	0	5	3	No monthly savings	Full-time student	3	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1993	Male	1	1	5	3	3	0	Separate	Some form of central heating	Yes	18	South East	Not London	51.2809389	-0.53380491	277	0.9092887875386867	0.9099401251638993	0.803271580372857	0.5117662727140687
1500	25e4	8	2011	7	3 or more adults, 1 or more children, excl. any couples	3	Owned with mortgage	1	2	1	4	Wants to stay	Not expecting to move	4951.27	0	2	2	Monthly savings	In paid employment (full or part-time)	2	Pakistani (Asian or Asian British)	1978	Male	1	5	4	2	3	3	One bill	Some form of central heating	No	33	South East	Not London	51.2809389	-0.53380491	277	0.9156735367000481	0.9229800349228452	0.8097987510426535	0.5117662727140687
1500	25e4	8	2011	7	3 or more adults, 1 or more children, excl. any couples	3	Owned with mortgage	1	2	1	4	Wants to stay	Not expecting to move	4951.27	0	5	2	No monthly savings	Full-time student	5	Pakistani (Asian or Asian British)	1955	Female	1	5	5	4	4	2	One bill	Some form of central heating	No	56	South East	Not London	51.2809389	-0.53380491	277	0.9156735367000481	0.9229800349228452	0.8097987510426535	0.5117662727140687
1500	25e4	8	2011	7	3 or more adults, 1 or more children, excl. any couples	3	Owned with mortgage	1	2	1	4	Wants to move	Not expecting to move	4951.27	0	4	3	No monthly savings	Self employed	4	Pakistani (Asian or Asian British)	1945	Male	1	5	5	3	4	3	One bill	Some form of central heating	No	66	South East	Not London	51.2809389	-0.53380491	277	0.9156735367000481	0.9229800349228452	0.8097987510426535	0.5117662727140687
1500	25e4	8	2011	7	3 or more adults, 1 or more children, excl. any couples	3	Owned with mortgage	1	2	1	4	Wants to move	Not expecting to move	4951.27	0	1	3	No monthly savings	Looking after family or home	3	Pakistani (Asian or Asian British)	1981	Female	1	5	1	4	3	1	One bill	Some form of central heating	No	30	South East	Not London	51.2809389	-0.53380491	277	0.9156735367000481	0.9229800349228452	0.8097987510426535	0.5117662727140687
840	75e3	8	2011	2	Couple both under pensionable age, no children	1	Housing assoc rented	2	0	0	0	Wants to stay	Not expecting to move	3787.88	262.5853576660156	2	1	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1978	Male	1	2	5	5	3	3	Separate	Some form of central heating	Yes	33	South East	Not London	51.2809389	-0.53380491	277	0.8844851191950822	0.8909863219893274	0.7972469455205543	0.5505804238401865
840	75e3	8	2011	2	Couple both under pensionable age, no children	1	Housing assoc rented	2	0	0	0	Wants to stay	Not expecting to move	3787.88	0	2	3	No monthly savings	In paid employment (full or part-time)	4	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1980	Female	1	2	2	2	3	4	Separate	Some form of central heating	Yes	31	South East	Not London	51.2809389	-0.53380491	277	0.8844851191950822	0.8909863219893274	0.7972469455205543	0.5117662727140687
1800	225e3	8	2011	5	Couple with 3 or more children	3	Owned with mortgage	2	2	0	1	Wants to stay	Expect moving	4757.28	0	5	3	Monthly savings	In paid employment (full or part-time)	4	Caribbean (Black/Africa/Caribbean/Black British)	1958	Female	2	1	1	3	2	1	One bill	Some form of central heating	No	53	South East	Not London	51.2809389	-0.53380491	277	0.9274721971013743	0.9192062454855301	0.807824824540605	0.5117662727140687
550	45e4	8	2011	4	Couple with 2 children	5	Owned with mortgage	2	2	0	0	Wants to stay	Not expecting to move	4569.98	138.165771484375	2	1	Monthly savings	In paid employment (full or part-time)	2	British/English/Scottish/Welsh/Northern Irish/White British/White Scottish (White)	1977	Female	2	3	5	3	3	3	Separate	Some form of central heating	Yes	34	South East	Not London	51.2809389	-0.53380491	277	0.8675700564356097	0.9475542971197577	0.80587655769063	0.5343909092852502
